-19.6289	-41.0666	   
-20.0435	-40.911	   
-20.4581	-40.7554	   
-20.8727	-40.5998	   
-21.2873	-40.4442	   
-21.7019	-40.2886	   
-22.1165	-40.1331	   
-22.531	-39.9774	   
-22.9456	-39.8218	   
-23.3602	-39.6663	   
-23.7748	-39.5107	   
-24.1894	-39.355	   
-24.604	-39.1995	   
-25.0186	-39.0439	   
-25.4331	-38.8882	   
-25.8477	-38.7327	   
-26.2623	-38.5771	   
-26.6769	-38.4215	   
-27.0915	-38.2659	   
-27.5061	-38.1103	   
-27.9207	-37.9547	   
-28.3353	-37.7991	   
-28.7498	-37.6435	   
-29.1644	-37.4879	   
-29.579	-37.3323	   
-29.9936	-37.1768	   
-30.4082	-37.0212	   
-30.8228	-36.8655	   
-31.2374	-36.71	   
-31.652	-36.5544	   
-32.0665	-36.3988	   
-32.4811	-36.2432	   
-32.8957	-36.0876	   
-33.3103	-35.932	   
-33.7249	-35.7764	   
-34.1395	-35.6208	   
-34.5541	-35.4652	   
-34.9687	-35.3097	   
-35.3832	-35.154	   
-35.7978	-34.9984	   
-36.204	-34.8236	   
-36.564	-34.5684	   
-36.8587	-34.2411	   
-37.043	-33.8487	   
-37.1396	-33.4166	   
-37.2362	-32.9844	   
-37.2241	-32.5444	   
-37.1904	-32.1029	   
-37.1568	-31.6613	   
-37.1233	-31.2198	   
-37.0897	-30.7782	   
-37.056	-30.3367	   
-37.0225	-29.8951	   
-36.9889	-29.4536	   
-36.9552	-29.012	   
-36.9216	-28.5705	   
-36.8881	-28.1289	   
-36.8544	-27.6874	   
-36.8208	-27.2459	   
-36.7873	-26.8043	   
-36.7537	-26.3628	   
-36.72	-25.9212	   
-36.6865	-25.4797	   
-36.6529	-25.0381	   
-36.6192	-24.5966	   
-36.5856	-24.155	   
-36.5521	-23.7135	   
-36.5185	-23.2719	   
-36.4848	-22.8304	   
-36.4513	-22.3888	   
-36.4177	-21.9473	   
-36.3841	-21.5058	   
-36.3505	-21.0642	   
-36.3169	-20.6227	   
-36.2833	-20.1811	   
-36.2497	-19.7396	   
-36.2161	-19.298	   
-36.1825	-18.8565	   
-36.1489	-18.4149	   
-36.1153	-17.9734	   
-36.0817	-17.5318	   
-36.0481	-17.0903	   
-36.0145	-16.6487	   
-35.9809	-16.2072	   
-35.9473	-15.7657	   
-35.9137	-15.3241	   
-35.8801	-14.8826	   
-35.8465	-14.441	   
-35.8129	-13.9995	   
-35.7793	-13.5579	   
-35.7382	-13.1171	   
-35.6863	-12.6773	   
-35.6344	-12.2376	   
-35.5384	-11.8054	   
-35.4408	-11.3734	   
-35.3431	-10.9415	   
-35.2337	-10.5129	   
-35.0915	-10.0935	   
-34.9494	-9.6741	   
-34.7815	-9.2645	   
-34.6083	-8.857	   
-34.4135	-8.4594	   
-34.2119	-8.0653	   
-33.992	-7.6809	   
-33.7604	-7.3037	   
-33.5178	-6.9333	   
-33.2622	-6.5717	   
-32.9923	-6.2206	   
-32.7116	-5.8783	   
-32.4197	-5.5454	   
-32.1167	-5.2225	   
-31.8029	-4.9102	   
-31.4786	-4.6088	   
-31.1441	-4.3187	   
-30.7999	-4.0402	   
-30.4464	-3.7735	   
-30.0841	-3.519	   
-29.7135	-3.2767	   
-29.335	-3.047	   
-28.9486	-2.8307	   
-28.5547	-2.6285	   
-28.1543	-2.4393	   
-27.748	-2.2633	   
-27.336	-2.1011	   
-26.9182	-1.9544	   
-26.496	-1.8212	   
-26.0696	-1.7016	   
-25.6391	-1.5981	   
-25.2058	-1.507	   
-24.7715	-1.4203	   
-24.3368	-1.3359	   
-23.9017	-1.2538	   
-23.466	-1.1744	   
-23.0299	-1.0975	   
-22.5934	-1.0229	   
-22.1565	-0.9507	   
-21.7193	-0.8808	   
-21.2816	-0.8133	   
-20.8436	-0.7483	   
-20.4052	-0.6856	   
-19.9665	-0.6255	   
-19.5274	-0.568	   
-19.0881	-0.5128	   
-18.6484	-0.46	   
-18.2085	-0.4096	   
-17.7683	-0.3616	   
-17.3278	-0.316	   
-16.8871	-0.2728	   
-16.4461	-0.232	   
-16.005	-0.1939	   
-15.5636	-0.1583	   
-15.122	-0.1251	   
-14.6803	-0.0943	   
-14.2383	-0.0658	   
-13.7963	-0.0398	   
-13.3541	-0.0162	   
-12.9118	0.005	   
-12.4694	0.0238	   
-12.0268	0.0399	   
-11.5842	0.0535	   
-11.1415	0.0647	   
-10.6988	0.0735	   
-10.256	0.08	   
-4.9422	0.0827	   
-9.8132	0.0845	   
-5.3851	0.0861	   
-9.3704	0.0876	   
-5.8279	0.0889	   
-8.9276	0.0901	   
-6.2707	0.091	   
-8.4848	0.0919	   
-6.7135	0.0925	   
-8.042	0.0931	   
-7.1563	0.0933	   
-7.5991	0.0935	 
-4.4994	0.0787	
-3.9421	0.0726	
-3.3848	0.0654	
-2.8275	0.0572	
-2.2702	0.048	
-1.7129	0.0378	
-1.1557	0.0265	
-0.5984	0.0143	
-0.0412	0.001	
0.516	-0.0133	
1.0731	-0.0287	
1.6303	-0.0452	
2.1874	-0.0627	
2.7444	-0.0812	
3.3014	-0.1008	
3.8584	-0.1213	
4.4154	-0.1429	
4.9723	-0.1655	
5.5292	-0.1892	
6.086	-0.2139	
6.6427	-0.2397	
7.1995	-0.2664	
7.7561	-0.2943	
8.3128	-0.3231	
8.8693	-0.353	
9.4258	-0.3839	
9.9823	-0.4158	
10.5386	-0.4506	
11.0946	-0.4889	
11.6504	-0.5311	
12.2059	-0.5771	
12.761	-0.6269	
13.3158	-0.6806	
13.8702	-0.7381	
14.4242	-0.7993	
14.9777	-0.8646	
15.5307	-0.9339	
16.0833	-1.007	
16.6353	-1.0839	
17.1868	-1.1646	
17.7377	-1.249	
18.2881	-1.3373	
18.8378	-1.4295	
19.3868	-1.5254	
19.9352	-1.6253	
20.4828	-1.729	
21.0297	-1.8366	
21.5758	-1.9479	
22.1212	-2.063	
22.6657	-2.1819	
23.2094	-2.3045	
23.7523	-2.4309	
24.2942	-2.561	
24.8353	-2.695	
25.3754	-2.8326	
25.9109	-2.987	
26.4397	-3.163	
26.9604	-3.3615	
27.4719	-3.5829	
27.974	-3.8247	
28.4644	-4.0894	
28.9439	-4.3735	
29.4099	-4.6791	
29.8636	-5.0028	
30.3014	-5.3476	
30.7251	-5.7097	
31.1332	-6.0892	
31.5233	-6.4873	
31.8965	-6.9011	
32.2519	-7.3303	
32.5887	-7.7743	
32.906	-8.2324	
33.203	-8.704	
33.4791	-9.188	
33.7342	-9.6833	
33.9692	-10.1885	
34.1843	-10.7027	
34.3685	-11.2287	
34.5387	-11.7591	
34.6761	-12.2992	
34.805	-12.8409	
34.8688	-13.3947	
34.9326	-13.9484	
34.9964	-14.5021	
35.0602	-15.0558	
35.0757	-15.6129	
35.0902	-16.1701	
35.1046	-16.7272	
35.1191	-17.2844	
35.1336	-17.8416	
35.148	-18.3988	
35.1625	-18.956	
35.1769	-19.5131	
35.1914	-20.0703	
35.2059	-20.6275	
35.2203	-21.1847	
35.2348	-21.7419	
35.2493	-22.2991	
35.2637	-22.8562	
35.2782	-23.4134	
35.2927	-23.9706	
35.3072	-24.5278	
35.3217	-25.085	
35.3361	-25.6421	
35.3506	-26.1993	
35.365	-26.7565	
35.3795	-27.3137	
35.394	-27.8709	
35.4084	-28.428	
35.4229	-28.9852	
35.4373	-29.5424	
35.4518	-30.0996	
35.4663	-30.6568	
35.4807	-31.2139	
35.4952	-31.7711	
35.5097	-32.3283	
35.5241	-32.8855	
35.5386	-33.4427	
35.5531	-33.9999	
35.5675	-34.557	
35.4782	-35.1026	
35.3406	-35.6427	
35.0581	-36.1131	
34.6365	-36.4725	
34.1325	-36.7064	
33.6016	-36.8759	
33.0706	-37.0454	
32.5397	-37.215	
32.0087	-37.3845	
31.4777	-37.554	
30.9468	-37.7235	
30.4158	-37.8931	
29.8848	-38.0625	
29.3539	-38.2321	
28.8229	-38.4016	
28.2919	-38.5711	
27.761	-38.7407	
27.23	-38.9102	
26.6991	-39.0797	
26.1681	-39.2492	
25.6371	-39.4187	
25.1062	-39.5882	
24.5752	-39.7578	
24.0442	-39.9273	
23.5133	-40.0968	
22.9823	-40.2663	
22.4514	-40.4359	
21.9204	-40.6054	
21.3894	-40.7749	
20.8585	-40.9444	
20.3275	-41.1139	
19.7965	-41.2835	
19.2656	-41.453	
18.7346	-41.6225	
18.2036	-41.792	
17.6727	-41.9616	
