-37.7644	-44.901				
-37.394	-45.2354				
-36.9756	-45.5078				
-36.5143	-45.6991				
-36.0347	-45.8401				
-35.553	-45.9741				
-35.0712	-46.1081				
-34.5895	-46.2422				
-34.1077	-46.3762				
-33.626	-46.5103				
-33.1443	-46.6444				
-32.6625	-46.7784				
-32.1808	-46.9125				
-31.6991	-47.0466				
-31.2173	-47.1806				
-30.7356	-47.3147				
-30.2539	-47.4487				
-29.7721	-47.5828				
-29.2904	-47.7168				
-28.8087	-47.8508				
-28.3269	-47.9849				
-27.8452	-48.119				
-27.3635	-48.253				
-26.8817	-48.3871				
-26.4	-48.5211				
-25.9183	-48.6552				
-25.4365	-48.7893				
-24.9548	-48.9233				
-24.4731	-49.0573				
-23.9913	-49.1914				
-23.5096	-49.3254				
-23.0279	-49.4595				
-22.5461	-49.5935				
