20.0398	-50.6582				
20.5276	-50.5484				
21.0154	-50.4386				
21.5032	-50.3288				
21.991	-50.219				
22.4788	-50.1092				
22.9666	-49.9993				
23.4544	-49.8896				
23.9422	-49.7797				
24.43	-49.6699				
24.9178	-49.5601				
25.4056	-49.4503				
25.8934	-49.3405				
26.3812	-49.2307				
26.869	-49.1209				
27.3568	-49.0111				
27.8446	-48.9013				
28.3324	-48.7914				
28.8202	-48.6817				
29.308	-48.5719				
29.7958	-48.4621				
30.2835	-48.3522				
30.7713	-48.2424				
31.2591	-48.1327				
31.7469	-48.0228				
32.2347	-47.913				
32.7225	-47.8032				
33.2103	-47.6934				
33.6981	-47.5836				
34.1848	-47.4692				
34.6527	-47.2953				
35.0874	-47.0499				
35.4748	-46.7352				
35.801	-46.3577				
36.0659	-45.9349				
36.1779	-45.4476				
36.2899	-44.9603				
36.3948	-44.4723				
36.3823	-43.9724				
36.3698	-43.4726				
36.3573	-42.9727				
36.3448	-42.4729				
36.3324	-41.973				
36.3199	-41.4732				
36.3074	-40.9733				
36.295	-40.4735				
36.2825	-39.9736				
36.2699	-39.4738				
36.2575	-38.9739				
36.245	-38.4741				
36.2325	-37.9742				
36.22	-37.4744				
36.2076	-36.9745				
36.1951	-36.4747				
36.1826	-35.9748				
36.1701	-35.475				
36.1576	-34.9751				
36.1451	-34.4753				
36.1327	-33.9754				
36.1202	-33.4756				
36.1077	-32.9758				
36.0952	-32.4759				
36.0828	-31.9761				
36.0703	-31.4762				
36.0577	-30.9764				
36.0453	-30.4765				
36.0328	-29.9767				
36.0203	-29.4768				
36.0079	-28.977				
35.9954	-28.4771				
35.9829	-27.9773				
35.9704	-27.4774				
35.9579	-26.9776				
35.9454	-26.4777				
35.9329	-25.9779				
35.9205	-25.478				
35.908	-24.9782				
35.8955	-24.4783				
35.8831	-23.9785				
35.8706	-23.4786				
35.858	-22.9788				
35.8455	-22.479				
35.8331	-21.9791				
35.8206	-21.4793				
35.8081	-20.9794				
35.7957	-20.4796				
35.7832	-19.9797				
35.7707	-19.4799				
35.7583	-18.98				
35.7457	-18.4802				
35.7332	-17.9803				
35.7207	-17.4805				
35.7083	-16.9806				
35.6952	-16.4808				
35.6447	-15.9834				
35.5942	-15.4859				
35.5437	-14.9885				
35.4932	-14.491				
35.4161	-13.9979				
35.3061	-13.5102				
35.196	-13.0224				
35.0565	-12.5425				
34.9085	-12.065				
34.7388	-11.5949				
34.561	-11.1275				
34.3581	-10.6705				
34.1448	-10.2185				
33.9183	-9.7728				
33.674	-9.3365				
33.4152	-8.9088				
33.143	-8.4895				
32.8572	-8.0793				
32.558	-7.6788				
32.2454	-7.2886				
31.92	-6.9091				
31.5821	-6.5406				
31.2321	-6.1836				
30.8705	-5.8383				
30.4979	-5.505				
30.1142	-5.1845				
29.7192	-4.8779				
29.3147	-4.5841				
28.9011	-4.3033				
28.4779	-4.0369				
28.0459	-3.7853				
27.6063	-3.5473				
27.1585	-3.3247				
26.7037	-3.1172				
26.2425	-2.9241				
25.7746	-2.7478				
25.3017	-2.5856				
24.8231	-2.4411				
24.3403	-2.311				
23.8535	-2.197				
23.3652	-2.0894				
22.8763	-1.9849				
22.3867	-1.8834				
21.8964	-1.785				
21.4056	-1.6897				
20.9142	-1.5974				
20.4222	-1.5081				
19.9297	-1.4221				
19.4366	-1.339				
18.9431	-1.259				
18.449	-1.1822				
17.9545	-1.1084				
17.4595	-1.0377				
16.9641	-0.9701				
16.4682	-0.9056				
15.972	-0.8442				
15.4754	-0.7859				
14.9785	-0.7307				
14.4812	-0.6786				
13.9836	-0.6296				
13.4857	-0.5837				
12.9875	-0.5409				
12.4891	-0.5014				
11.9904	-0.4648				
11.4916	-0.4313				
10.9925	-0.4011				
10.4932	-0.3739				
9.9938	-0.3499				
9.4943	-0.3277				
8.9947	-0.3059				
8.4952	-0.2847				
7.9956	-0.2639				
7.496	-0.2437				
6.9964	-0.2239				
6.4968	-0.2047				
5.9971	-0.1859				
5.4975	-0.1677				
4.9978	-0.15				
4.4981	-0.1328				
3.9983	-0.116				
3.4986	-0.0998				
2.9988	-0.084				
2.4991	-0.0688				
1.9993	-0.054				
1.4995	-0.0398				
0.9997	-0.026				
0.4998	-0.0128				
0	0				
-10.4995	0.1506				
-9.9995	0.15				
-10.9995	0.1484				
-9.4994	0.1472				
-8.9994	0.144				
-11.4996	0.1431				
-8.4994	0.1402				
-7.9994	0.136				
-11.9995	0.1346				
-7.4994	0.1312				
-6.9993	0.126				
-12.4994	0.123				
-6.4993	0.1202				
-5.9993	0.114				
-12.9992	0.1084				
-5.4993	0.1072				
-4.9994	0.1				
-4.4994	0.0922				
-13.499	0.0906				
-3.9994	0.084				
-3.4995	0.0752				
-13.9986	0.0697				
-2.9995	0.066				
-2.4996	0.0562				
-1.9996	0.046				
-14.498	0.0456				
-1.4997	0.0352				
-0.9998	0.024				
-14.9973	0.0184				
-0.4999	0.0122				
-15.4964	-0.0119				
-15.9954	-0.0453				
-16.4941	-0.0818				
-16.9925	-0.1215				
-17.4907	-0.1643				
-17.9886	-0.2101				
-18.4863	-0.2591				
-18.9836	-0.3112				
-19.4806	-0.3665				
-19.9772	-0.4248				
-20.4734	-0.4862				
-20.9693	-0.5508				
-21.4647	-0.6184				
-21.9597	-0.6891				
-22.4543	-0.7629				
-22.9484	-0.8398				
-23.442	-0.9198				
-23.9351	-1.0029				
-24.427	-1.0925				
-24.9158	-1.198				
-25.4009	-1.319				
-25.8815	-1.4569				
-26.3576	-1.6096				
-26.8278	-1.7797				
-27.2926	-1.9639				
-27.7507	-2.1645				
-28.2018	-2.38				
-28.6461	-2.6094				
-29.0815	-2.8551				
-29.5089	-3.1147				
-29.9278	-3.3877				
-30.3373	-3.6745				
-30.7363	-3.9759				
-31.1253	-4.2901				
-31.5037	-4.6168				
-31.8712	-4.9558				
-32.2272	-5.3069				
-32.5712	-5.6697				
-32.9028	-6.0439				
-33.2216	-6.4291				
-33.5273	-6.8247				
-33.8198	-7.2302				
-34.0991	-7.6448				
-34.3657	-8.0678				
-34.6149	-8.5013				
-34.8494	-8.9428				
-35.0728	-9.3901				
-35.2768	-9.8466				
-35.4667	-10.3089				
-35.6423	-10.7771				
-35.7998	-11.2513				
-35.9393	-11.7315				
-36.0788	-12.2117				
-36.161	-12.7047				
-36.2394	-13.1985				
-36.3179	-13.6924				
-36.3963	-14.1862				
-36.4747	-14.6801				
-36.5124	-15.1787				
-36.5499	-15.6773				
-36.5873	-16.176				
-36.6248	-16.6746				
-36.6622	-17.1732				
-36.6997	-17.6719				
-36.7371	-18.1705				
-36.7745	-18.6691				
-36.812	-19.1678				
-36.8495	-19.6664				
-36.8868	-20.165				
-36.9243	-20.6637				
-36.9618	-21.1623				
-36.9993	-21.6609				
-37.0366	-22.1596				
-37.0741	-22.6582				
-37.1116	-23.1568				
-37.149	-23.6555				
-37.1864	-24.1541				
-37.2239	-24.6527				
-37.2613	-25.1514				
-37.2988	-25.65				
-37.3362	-26.1486				
-37.3737	-26.6473				
-37.4111	-27.1459				
-37.4486	-27.6445				
-37.4861	-28.1432				
-37.5234	-28.6418				
-37.5609	-29.1404				
-37.5984	-29.6391				
-37.6358	-30.1377				
-37.6732	-30.6363				
-37.7107	-31.135				
-37.7482	-31.6336				
-37.7856	-32.1323				
-37.823	-32.6309				
-37.8605	-33.1295				
-37.8979	-33.6282				
-37.9354	-34.1268				
-37.9728	-34.6254				
-38.0102	-35.1241				
-38.0477	-35.6227				
-38.0852	-36.1213				
-38.1226	-36.62				
-38.16	-37.1186				
-38.1975	-37.6172				
-38.235	-38.1159				
-38.2723	-38.6145				
-38.3098	-39.1131				
-38.3473	-39.6118				
-38.3847	-40.1104				
-38.4221	-40.609				
-38.4596	-41.1077				
-38.4971	-41.6063				
-38.5345	-42.1049				
-38.5719	-42.6036				
-38.5136	-43.0997				
-38.4506	-43.5958				
-38.3047	-44.0678				
-38.0737	-44.5095				
