-37.2829	-33.8953
-35.7371	-13.3111
-35.7346	-13.2775
-35.732	-13.244
-35.7292	-13.2105
-35.7264	-13.177
-35.7235	-13.1435
-35.7205	-13.11
-35.7174	-13.0765
-35.7143	-13.0431
-35.711	-13.0096
-35.7077	-12.9761
-35.7042	-12.9427
-35.7007	-12.9093
-35.6971	-12.8758
-35.6934	-12.8424
-35.6897	-12.809
-35.6858	-12.7756
-35.6819	-12.7422
-35.6778	-12.7088
-35.6737	-12.6754
-35.6695	-12.6421
-35.6652	-12.6087
-35.6608	-12.5754
-35.6564	-12.5421
-35.6518	-12.5088
-35.6472	-12.4755
-35.6425	-12.4422
-35.6377	-12.4089
-35.6328	-12.3756
-35.6278	-12.3424
-35.6227	-12.3091
-35.6176	-12.2759
-35.6123	-12.2427
-35.607	-12.2095
-35.6016	-12.1763
-35.5961	-12.1431
-35.5905	-12.11
-35.5849	-12.0768
-35.5791	-12.0437
-35.5733	-12.0106
-35.5673	-11.9775
-35.5613	-11.9444
-35.5552	-11.9114
-35.5491	-11.8783
-35.5428	-11.8453
-35.5364	-11.8123
-35.53	-11.7793
-35.5235	-11.7463
-35.5169	-11.7133
-35.5102	-11.6803
-35.5034	-11.6474
-35.4965	-11.6145
-35.4896	-11.5816
-35.4826	-11.5487
-35.4754	-11.5159
-35.4682	-11.483
-35.4609	-11.4502
-35.4536	-11.4174
-35.4461	-11.3846
-35.4386	-11.3518
-35.4309	-11.3191
-35.4232	-11.2864
-35.4154	-11.2537
-35.4076	-11.221
-35.3996	-11.1883
-35.3915	-11.1557
-35.3834	-11.123
-35.3752	-11.0904
-35.3669	-11.0579
-35.3585	-11.0253
-35.35	-10.9928
-35.3415	-10.9602
-35.3328	-10.9277
-35.3241	-10.8953
-35.3153	-10.8628
-35.3064	-10.8304
-35.2974	-10.798
-35.2884	-10.7656
-35.2792	-10.7333
-35.27	-10.7009
-35.2607	-10.6686
-35.2513	-10.6363
-35.2418	-10.6041
-35.2323	-10.5718
-35.2226	-10.5396
-35.2129	-10.5074
-35.2031	-10.4753
-35.1932	-10.4431
-35.1832	-10.411
-35.1731	-10.379
-35.163	-10.3469
-35.1528	-10.3149
-35.1425	-10.2829
-35.1321	-10.2509
-35.1216	-10.2189
-35.111	-10.187
-35.1004	-10.1551
-35.0897	-10.1232
-35.0789	-10.0914
-35.068	-10.0596
-35.057	-10.0278
-35.046	-9.9961
-35.0348	-9.9643
-35.0236	-9.9326
-35.0123	-9.901
-35.0009	-9.8693
-34.9895	-9.8377
-34.9779	-9.8061
-34.9663	-9.7746
-34.9546	-9.7431
-34.9428	-9.7116
-34.931	-9.6801
-34.919	-9.6487
-34.907	-9.6173
-34.8949	-9.5859
-34.8827	-9.5546
-34.8704	-9.5233
-34.858	-9.492
-34.8456	-9.4608
-34.8331	-9.4296
-34.8205	-9.3984
-34.8078	-9.3672
-34.7951	-9.3361
-34.7822	-9.3051
-34.7693	-9.274
-34.7563	-9.243
-34.7432	-9.212
-34.7301	-9.1811
-34.7168	-9.1502
-34.7035	-9.1193
-34.6901	-9.0885
-34.6766	-9.0577
-34.6631	-9.0269
-34.6494	-8.9962
-34.6357	-8.9655
-34.6219	-8.9348
-34.608	-8.9042
-34.5941	-8.8736
-34.5801	-8.843
-34.5659	-8.8125
-34.5517	-8.782
-34.5375	-8.7516
-34.5231	-8.7212
-34.5087	-8.6908
-34.4942	-8.6605
-34.4796	-8.6302
-34.4649	-8.5999
-34.4502	-8.5697
-34.4354	-8.5395
-34.4205	-8.5094
-34.4055	-8.4793
-34.3905	-8.4492
-34.3753	-8.4192
-34.3601	-8.3892
-34.3448	-8.3593
-34.3295	-8.3294
-34.314	-8.2995
-34.2985	-8.2697
-34.2829	-8.2399
-34.2672	-8.2101
-34.2515	-8.1804
-34.2357	-8.1508
-34.2198	-8.1211
-34.2038	-8.0915
-34.1877	-8.062
-34.1716	-8.0325
-34.1554	-8.003
-34.1391	-7.9736
-34.1227	-7.9443
-34.1063	-7.9149
-34.0898	-7.8856
-34.0732	-7.8564
-34.0565	-7.8272
-34.0398	-7.798
-34.023	-7.7689
-34.0061	-7.7398
-33.9891	-7.7108
-33.9721	-7.6818
-33.955	-7.6529
-33.9378	-7.624
-33.9205	-7.5951
-33.9032	-7.5663
-33.8858	-7.5376
-33.8683	-7.5088
-33.8507	-7.4802
-33.8331	-7.4515
-33.8154	-7.423
-33.7976	-7.3944
-33.7797	-7.3659
-33.7618	-7.3375
-33.7438	-7.3091
-33.7257	-7.2807
-33.7076	-7.2524
-33.6893	-7.2242
-33.671	-7.196
-33.6527	-7.1678
-33.6342	-7.1397
-33.6157	-7.1116
-33.5971	-7.0836
-33.5785	-7.0556
-33.5597	-7.0277
-33.5409	-6.9998
-33.522	-6.972
-33.5031	-6.9443
-33.4841	-6.9165
-33.465	-6.8888
-33.4458	-6.8612
-33.4266	-6.8336
-33.4073	-6.8061
-33.3879	-6.7786
-33.3685	-6.7512
-33.3489	-6.7238
-33.3293	-6.6965
-33.3097	-6.6692
-33.29	-6.642
-33.2702	-6.6148
-33.2503	-6.5877
-33.2303	-6.5606
-33.2103	-6.5336
-33.1902	-6.5067
-33.1701	-6.4797
-33.1499	-6.4529
-33.1296	-6.4261
-33.1092	-6.3993
-33.0888	-6.3726
-33.0683	-6.3459
-33.0477	-6.3193
-33.0271	-6.2928
-33.0064	-6.2663
-32.9856	-6.2399
-32.9648	-6.2135
-32.9439	-6.1872
-32.9229	-6.1609
-32.9018	-6.1347
-32.8807	-6.1085
-32.8595	-6.0824
-32.8383	-6.0563
-32.817	-6.0303
-32.7956	-6.0044
-32.7742	-5.9785
-32.7526	-5.9526
-32.7311	-5.9268
-32.7094	-5.9011
-32.6877	-5.8755
-32.6659	-5.8498
-32.6441	-5.8243
-32.6221	-5.7988
-32.6002	-5.7733
-32.5781	-5.7479
-32.556	-5.7226
-32.5338	-5.6973
-32.5116	-5.6721
-32.4893	-5.647
-32.4669	-5.6219
-32.4445	-5.5968
-32.422	-5.5718
-32.3994	-5.5469
-32.3768	-5.5221
-32.3541	-5.4972
-32.3313	-5.4725
-32.3085	-5.4478
-32.2856	-5.4232
-32.2626	-5.3986
-32.2396	-5.3741
-32.2166	-5.3496
-32.1934	-5.3252
-32.1702	-5.3009
-32.1469	-5.2766
-32.1236	-5.2524
-32.1002	-5.2283
-32.0768	-5.2042
-32.0533	-5.1802
-32.0297	-5.1562
-32.006	-5.1323
-31.9823	-5.1084
-31.9586	-5.0846
-31.9347	-5.0609
-31.9109	-5.0372
-31.8869	-5.0136
-31.8629	-4.9901
-31.8388	-4.9666
-31.8147	-4.9432
-31.7905	-4.9199
-31.7663	-4.8966
-31.7419	-4.8733
-31.7176	-4.8502
-31.6931	-4.8271
-31.6687	-4.804
-31.6441	-4.7811
-31.6195	-4.7582
-31.5948	-4.7353
-31.5701	-4.7125
-31.5453	-4.6898
-31.5205	-4.6672
-31.4956	-4.6446
-31.4706	-4.622
-31.4456	-4.5996
-31.4205	-4.5772
-31.3954	-4.5548
-31.3702	-4.5326
-31.3449	-4.5104
-31.3196	-4.4882
-31.2942	-4.4662
-31.2688	-4.4442
-31.2433	-4.4222
-31.2178	-4.4004
-31.1922	-4.3786
-31.1666	-4.3568
-31.1409	-4.3351
-31.1151	-4.3135
-31.0893	-4.292
-31.0634	-4.2705
-31.0375	-4.2491
-31.0115	-4.2278
-30.9855	-4.2065
-30.9594	-4.1853
-30.9332	-4.1642
-30.907	-4.1431
-30.8808	-4.1221
-30.8545	-4.1011
-30.8281	-4.0803
-30.8017	-4.0595
-30.7752	-4.0388
-30.7487	-4.0181
-30.7221	-3.9975
-30.6955	-3.977
-30.6688	-3.9565
-30.642	-3.9361
-30.6152	-3.9158
-30.5884	-3.8956
-30.5615	-3.8754
-30.5345	-3.8553
-30.5075	-3.8352
-30.4805	-3.8153
-30.4534	-3.7954
-30.4262	-3.7756
-30.399	-3.7558
-30.3718	-3.7361
-30.3445	-3.7165
-30.3171	-3.6969
-30.2897	-3.6775
-30.2622	-3.6581
-30.2347	-3.6387
-30.2072	-3.6195
-30.1796	-3.6003
-30.1519	-3.5812
-30.1242	-3.5621
-30.0964	-3.5431
-30.0686	-3.5242
-30.0408	-3.5054
-30.0129	-3.4866
-29.9849	-3.468
-29.9569	-3.4493
-29.9289	-3.4308
-29.9008	-3.4123
-29.8726	-3.3939
-29.8444	-3.3756
-29.8162	-3.3574
-29.7879	-3.3392
-29.7596	-3.3211
-29.7312	-3.303
-29.7028	-3.2851
-29.6743	-3.2672
-29.6458	-3.2494
-29.6172	-3.2317
-29.5886	-3.214
