-37.4963	-43.5774
-37.4713	-43.078
-37.4464	-42.5786
-37.4214	-42.0793
-37.3964	-41.5799
-37.3714	-41.0805
-37.3465	-40.5811
-37.3215	-40.0818
-37.2965	-39.5824
-37.2716	-39.083
-37.2466	-38.5836
-37.2216	-38.0843
-37.1967	-37.5849
-37.1717	-37.0855
-37.1467	-36.5861
-37.1217	-36.0868
-37.0968	-35.5874
-37.0718	-35.088
-37.0468	-34.5886
-37.0219	-34.0893
-36.9969	-33.5899
-36.9719	-33.0905
-36.947	-32.5911
-36.922	-32.0917
-36.897	-31.5924
-36.872	-31.093
-36.8471	-30.5936
-36.8221	-30.0942
-36.7971	-29.5949
-36.7722	-29.0955
-36.7472	-28.5961
-36.7222	-28.0967
-36.6973	-27.5974
-36.6723	-27.098
-36.6473	-26.5986
-36.6223	-26.0992
-36.5974	-25.5999
-36.5724	-25.1005
-36.5474	-24.6011
-36.5225	-24.1017
-36.4975	-23.6024
-36.4725	-23.103
-36.4476	-22.6036
-36.4226	-22.1042
-36.3976	-21.6049
-36.3726	-21.1055
-36.3477	-20.6061
-36.3227	-20.1067
-36.2977	-19.6073
-36.2728	-19.108
-36.2478	-18.6086
-36.2228	-18.1092
-36.1979	-17.6098
-36.1729	-17.1105
-36.1479	-16.6111
-36.1229	-16.1117
-36.098	-15.6123
-36.0969	-15.5908
-35.7703	-13.1397
-35.4436	-11.9005
-35.117	-10.9583
-34.7903	-10.1753
-34.4637	-9.4967
-34.137	-8.8939
-33.8104	-8.3497
-33.4837	-7.8529
-33.1571	-7.3955
-32.8304	-6.9717
-32.5038	-6.5772
-32.1771	-6.2086
-31.8505	-5.8631
-31.5238	-5.5386
-31.1972	-5.2331
-30.8705	-4.9451
-30.5439	-4.6734
-30.2172	-4.4168
-29.8906	-4.1744
-29.5639	-3.9453
-29.2373	-3.7289
-28.9106	-3.5244
-28.584	-3.3313
-28.2573	-3.1492
-27.9307	-2.9775
-27.604	-2.8158
-27.2774	-2.6639
-26.9508	-2.5214
-26.6241	-2.388
-26.2975	-2.2634
-25.9708	-2.1474
-25.6442	-2.0398
-25.3175	-1.9405
-24.9909	-1.8491
-24.6642	-1.7657
-24.3376	-1.69
-24.05	-1.6297
-23.5529	-1.5322
-23.0559	-1.4379
-22.5588	-1.3469
-22.0617	-1.2592
-21.5647	-1.1746
-21.0676	-1.0933
-20.5706	-1.0152
-20.0735	-0.9403
-19.5764	-0.8686
-19.0794	-0.8
-18.5823	-0.7346
-18.0852	-0.6724
-17.5882	-0.6134
-17.0911	-0.5575
-16.5941	-0.5047
-16.097	-0.4551
-15.5999	-0.4087
-15.1029	-0.3653
-14.6058	-0.3251
-14.1087	-0.2879
-13.6117	-0.2539
-13.1146	-0.223
-12.6176	-0.1953
-12.1205	-0.1706
-11.6234	-0.149
-11.1264	-0.1305
-10.6293	-0.1151
-10.1322	-0.1028
-10	-0.1
-9.5	-0.0903
-9	-0.081
-8.5	-0.0723
-8	-0.064
-7.5	-0.0563
-7	-0.049
-6.5	-0.0423
-6	-0.036
-5.5	-0.0303
-5	-0.025
-4.5	-0.0203
-4	-0.016
-3.5	-0.0123
-3	-0.009
-2.5	-0.0063
-2	-0.004
-1.5	-0.0023
-1	-0.001
-0.5	-0.0003
0	0
0.5	-0.0003
1	-0.001
1.5	-0.0023
2	-0.004
2.5	-0.0063
3	-0.009
3.5	-0.0123
4	-0.016
4.5	-0.0203
5	-0.025
5.5	-0.0303
6	-0.036
6.5	-0.0423
7	-0.049
7.5	-0.0563
8	-0.064
8.5	-0.0723
9	-0.081
9.5	-0.0903
10	-0.1
10.4971	-0.1115
10.9941	-0.1261
11.4912	-0.1437
11.9883	-0.1645
12.4853	-0.1884
12.9824	-0.2153
13.4794	-0.2454
13.9765	-0.2786
14.4736	-0.3149
14.9706	-0.3543
15.4677	-0.3968
15.9648	-0.4425
16.4618	-0.4912
16.9589	-0.5432
17.4559	-0.5982
17.953	-0.6564
18.4501	-0.7178
18.9471	-0.7823
19.4442	-0.85
19.9413	-0.9209
20.4383	-0.9949
